time (s)	coil I (A)	last det (V)	int current (uC)
8984.052895	0.089974	0.241530	4973.832520
8985.064947	1.100101	0.208614	520.347961
8985.065819	1.557982	0.208614	1878.908447
8985.066689	1.549453	0.208614	3226.932617
8985.067650	0.915520	0.208614	4106.747070
8985.068600	0.100605	0.208614	4202.322266
8985.069487	0.089810	0.208614	4281.983398
8985.070372	0.089835	0.208614	4361.487793
8985.071317	0.089978	0.208614	4446.517090
8985.072257	0.089868	0.208614	4530.993164
8985.073144	0.089949	0.208614	4610.777832
8985.074064	0.089952	0.208614	4693.534180
8985.075017	0.089879	0.208614	4779.188965
8985.075917	0.089967	0.208614	4860.159180
8985.076793	0.089908	0.208614	4938.918945
8986.068419	1.059752	0.236490	457.812897
8986.069288	1.554404	0.236490	1808.590210
8986.070259	1.548083	0.236490	3311.779297
8986.071184	0.872483	0.236490	4118.826172
8986.072108	0.100367	0.236490	4211.565430
8986.072966	0.089828	0.236490	4288.637695
8986.073930	0.089879	0.236490	4375.281250
8986.074872	0.089938	0.236490	4460.002441
8986.075749	0.089886	0.236490	4538.833008
8986.076663	0.089919	0.236490	4621.019531
8986.077620	0.090121	0.236490	4707.265137
8986.078538	0.089835	0.236490	4789.733887
8986.079414	0.089993	0.236490	4868.567383
8986.080386	0.089941	0.236490	4955.990234
8987.091389	1.054618	0.203591	449.267212
8987.092255	1.554133	0.203591	1795.146606
8987.093232	1.548710	0.203591	3308.236084
8987.094190	0.873398	0.203591	4144.951660
8987.095079	0.100851	0.203591	4234.607910
8987.095945	0.089901	0.203591	4312.462402
8987.096894	0.089974	0.203591	4397.848145
8987.097848	0.089905	0.203591	4483.617187
8987.098745	0.090055	0.203591	4564.396484
8987.099658	0.089956	0.203591	4646.526367
8987.100622	0.089989	0.203591	4733.275879
8987.101541	0.089919	0.203591	4815.911621
8987.102413	0.089996	0.203591	4894.388672
8987.103394	0.089923	0.203591	4982.603027
8988.095986	1.109615	0.230303	513.751953
8988.096866	1.557748	0.230303	1884.569946
8988.097733	1.550182	0.230303	3228.577637
8988.098730	0.859904	0.230303	4085.901367
8988.099661	0.098134	0.230303	4177.263672
8988.100578	0.089857	0.230303	4259.662598
8988.101451	0.090084	0.230303	4338.306152
8988.102481	0.090026	0.230303	4431.032715
8988.103375	0.089985	0.230303	4511.479492
8988.104295	0.090007	0.230303	4594.286133
8988.105161	0.089912	0.230303	4672.149902
8988.106142	0.090026	0.230303	4760.464844
8988.107059	0.089854	0.230303	4842.860352
8988.107935	0.089982	0.230303	4921.684082
8989.119947	1.064066	0.201162	464.996918
8989.120809	1.554690	0.201162	1805.139771
