time (s)	coil I (A)	last det (V)	int current (uC)
3575.499405	1.494888	0.458984	5083.512207
3575.500442	1.449510	0.458984	6586.654297
3575.501481	1.406891	0.458984	8048.414062
3575.502376	1.370973	0.458984	9275.434570
3575.503306	1.335923	0.458984	10517.842773
3575.504369	1.296958	0.458984	11896.508789
3575.505323	1.263475	0.458984	13101.864258
3575.506189	1.233387	0.458984	14169.977539
3575.507253	1.198268	0.458984	15444.934570
3575.508273	1.165990	0.458984	16634.244141
3575.509159	1.138524	0.458984	17642.976562
3575.510143	0.659810	0.458984	18292.228516
3575.511196	0.093018	0.458984	18390.175781
3575.512105	0.089974	0.458984	18471.962891
3575.512964	0.089967	0.458984	18549.244141
3575.514046	0.089982	0.458984	18646.603516
3575.515034	0.089960	0.458984	18735.484375
3575.515907	0.089956	0.458984	18814.015625
3575.516897	0.090033	0.458984	18903.148437
3575.517939	0.089949	0.458984	18996.875000
3575.518841	0.090000	0.458984	19078.054687
3575.519713	0.089956	0.458984	19156.496094
3576.500923	1.050509	0.442935	444.365295
3576.501815	1.552650	0.442935	1829.329346
3576.502777	1.546751	0.442935	3317.303223
3576.503738	1.505021	0.442935	4763.627930
3576.504617	1.465078	0.442935	6051.431641
3576.505537	1.426274	0.442935	7363.604004
3576.506494	1.387661	0.442935	8691.595703
3576.507432	1.351663	0.442935	9959.455078
3576.508309	1.318352	0.442935	11115.649414
3576.509290	1.284159	0.442935	12375.409180
3576.510244	1.250845	0.442935	13568.714844
3576.511142	1.220017	0.442935	14664.290039
3576.512047	1.190618	0.442935	15741.798828
3576.512972	1.160585	0.442935	16815.339844
3576.513921	1.132591	0.442935	17890.169922
3576.514809	0.525542	0.442935	18356.851562
3576.515721	0.092435	0.442935	18441.152344
3576.516662	0.089916	0.442935	18525.763672
3576.517591	0.089982	0.442935	18609.357422
3576.518466	0.089949	0.442935	18688.062500
3576.519428	0.089974	0.442935	18774.617187
3576.520346	0.089967	0.442935	18857.207031
3576.521273	0.090055	0.442935	18940.687500
3576.522138	0.089978	0.442935	19018.517578
3576.523113	0.089993	0.442935	19106.259766
3576.524049	0.089908	0.442935	19190.414062
3577.544123	1.050674	0.315853	443.384369
3577.545013	1.553075	0.315853	1825.621094
3577.545977	1.547032	0.315853	3316.960449
3577.546900	1.506672	0.315853	4707.619141
3577.547776	1.467239	0.315853	5992.920410
3577.548698	1.428025	0.315853	7309.559570
3577.549652	1.389507	0.315853	8635.149414
3577.550584	1.353680	0.315853	9896.779297
3577.551467	1.320201	0.315853	11062.517578
3577.552444	1.285994	0.315853	12318.933594
3577.553396	1.252797	0.315853	13511.595703
3577.554292	1.221625	0.315853	14606.171875
3577.555175	1.192412	0.315853	15659.071289
3577.556138	1.161724	0.315853	16777.810547
3577.557090	1.133606	0.315853	17857.003906
3577.557981	0.559299	0.315853	18355.339844
3577.558898	0.093193	0.315853	18440.798828
3577.559841	0.089930	0.315853	18525.603516
3577.560773	0.090000	0.315853	18609.484375
3577.561650	0.089930	0.315853	18688.353516
3577.562624	0.089960	0.315853	18775.974609
3577.563556	0.089952	0.315853	18859.810547
3577.564466	0.090059	0.315853	18941.763672
3577.565330	0.089985	0.315853	19019.511719
3577.566291	0.090004	0.315853	19106.005859
3577.567237	0.090007	0.315853	19191.152344
3578.517596	1.189424	0.413528	698.191772
3578.518499	1.562347	0.413528	2108.991455
3578.519421	1.541539	0.413528	3530.290527
3578.520297	1.500967	0.413528	4845.137695
3578.521358	1.455428	0.413528	6389.347168
3578.522255	1.417998	0.413528	7661.291504
3578.523136	1.382721	0.413528	8879.468750
3578.524119	1.345499	0.413528	10202.094727
3578.525086	1.309398	0.413528	11468.283203
3578.526021	1.276556	0.413528	12661.863281
3578.526889	1.245765	0.413528	13743.187500
3578.527896	1.212250	0.413528	14963.922852
3578.528786	1.182792	0.413528	16016.607422
3578.529725	1.153927	0.413528	17100.144531
3578.530587	1.118331	0.413528	18064.146484
3578.531562	0.268242	0.413528	18325.683594
3578.532489	0.089886	0.413528	18409.007812
3578.533376	0.090055	0.413528	18488.886719
3578.534240	0.090000	0.413528	18566.646484
3578.535237	0.089956	0.413528	18656.332031
3578.536171	0.090073	0.413528	18740.460937
3578.537032	0.089993	0.413528	18817.945312
3578.538059	0.089978	0.413528	18910.353516
3578.538938	0.090004	0.413528	18989.466797
3578.539859	0.090007	0.413528	19072.363281
3579.584490	1.113849	0.317928	522.395142
3579.585371	1.557286	0.317928	1894.364502
3579.586301	1.547047	0.317928	3333.118164
3579.587170	1.508155	0.317928	4643.705078
3579.588170	1.464214	0.317928	6107.918945
3579.589093	1.425439	0.317928	7423.599609
3579.589974	1.388994	0.317928	8647.303711
3579.590849	1.353948	0.317928	9832.007812
3579.591829	1.318114	0.317928	11123.759766
3579.592779	1.284496	0.317928	12344.031250
3579.593677	1.253152	0.317928	13469.361328
3579.594592	1.222163	0.317928	14587.640625
3579.595557	1.190471	0.317928	15736.445312
3579.596484	1.161116	0.317928	16812.798828
3579.597355	1.134587	0.317928	17801.025391
3579.598330	0.544431	0.317928	18331.845703
3579.599285	0.092076	0.317928	18419.779297
3579.600180	0.089982	0.317928	18500.312500
